item_id,regions,genres,languages,directors,year,mins,movie_douban_score,movie_douban_votes,type
264002,5,9,1,6267,20,99,3,2,2
264003,593,428,1,1,20,47,0,0,2
264004,9,102,4,1,4,10,1,2,2
264005,9,21,4,6268,1,98,0,0,2
264006,9,9,4,1,1,100,0,0,2
264007,9,9,4,1,5,0,3,2,2
264008,9,9,22,6269,5,9,14,2,2
264009,5,9,1,568,5,93,6,4,2
264010,69,9,1,6270,20,112,6,5,2
264011,9,19,4,6271,5,0,10,9,2
264012,5,560,1,6272,5,0,5,6,2
264013,9,9,4,6146,20,0,4,7,2
264014,31,9,1,1,2,0,0,0,2
264015,5,21,1,6273,5,0,6,7,2
264016,42,73,1,6274,1,94,11,4,2
264017,9,281,4,6275,5,110,12,8,2
264018,5,37,1,6276,1,99,1,4,2
264019,8,825,39,6277,20,85,16,5,2
264020,3,212,2,6278,5,112,5,7,2
264021,12,21,8,1,20,83,12,4,2
264022,9,9,551,1389,20,0,6,9,2
264023,3,21,2,6279,1,128,3,6,2
264024,1,9,1,1,20,0,0,0,2
264025,631,846,346,3492,5,107,1,4,2
264026,1,9,1,1,20,60,3,2,2
264027,3,114,2,2611,20,0,10,4,2
264028,18,32,116,6280,5,100,5,1,2
264029,9,951,4,6281,20,0,7,4,2
264030,3,137,2,6282,20,0,10,4,2
264031,3,438,2,6283,20,0,12,5,2
264032,9,312,4,6284,0,90,0,0,2
264033,52,70,4,6285,15,58,0,0,2
264034,9,23,4,6286,5,97,8,6,2
264035,3,21,2,6287,5,133,5,5,2
264036,5,5,1,3572,5,0,6,9,2
264037,5,32,1,6288,5,0,10,4,2
264038,3,14,2,6289,20,0,5,4,2
264039,3,109,2,4404,20,0,10,6,2
264040,6,565,33,6290,5,109,11,4,2
264041,9,98,4,4435,5,0,3,8,2
264042,9,39,4,6291,0,101,0,0,2
264043,9,199,4,4201,1,0,1,4,2
264044,9,90,4,6292,5,120,5,8,2
264045,40,124,1,1,20,0,14,5,2
264046,36,32,215,6293,15,0,6,9,2
264047,9,21,4,6294,20,91,11,2,2
264048,12,20,8,238,20,0,4,9,2
264049,110,87,1,6295,5,0,3,6,2
264050,9,5,4,6296,20,91,1,6,2
264051,3,129,2,6297,5,0,1,5,2
264052,9,561,4,6298,20,0,11,4,2
264053,3,952,2,900,1,0,1,5,2
264054,47,500,4,6299,5,124,11,8,2
264055,9,9,4,6300,20,90,14,4,2
264056,77,9,552,6301,20,88,5,2,2
264057,9,39,4,1236,5,0,5,9,2
264058,1,28,1,6302,15,12,13,2,2
264059,9,45,4,6303,20,0,12,5,2
264060,9,90,4,6304,1,114,12,8,2
264061,3,129,2,1069,5,24,10,4,2
264062,9,9,4,6305,20,0,6,5,2
264063,533,9,4,6306,20,0,5,5,2
264064,9,0,4,1,6,0,0,0,2
264065,3,18,2,1,20,25,10,2,2
264066,9,9,4,6307,20,0,10,1,2
264067,61,213,4,6308,5,120,10,8,2
264068,1,9,1,1,20,0,5,2,2
264069,5,5,1,3919,20,60,6,6,2
264070,18,32,116,6309,20,98,5,2,2
264071,9,438,4,6310,5,0,3,9,2
264072,5,3,1,6311,20,4,14,4,2
264073,632,9,1,1,42,0,0,0,2
264074,5,91,1,1,20,45,6,2,2
264075,5,219,1,6312,5,0,5,5,2
264076,633,9,129,6313,1,116,3,2,2
264077,22,210,14,1,20,89,5,1,2
264078,31,294,553,6314,5,124,5,2,2
264079,3,53,2,4646,20,0,14,4,2
264080,9,619,22,6315,1,113,5,4,2
264081,12,114,8,6316,5,117,14,9,2
264082,12,222,8,6317,5,120,14,6,2
264083,5,0,0,1,15,0,0,0,2
264084,5,291,1,6318,20,78,5,4,2
264085,12,20,8,1,20,0,3,5,2
264086,10,2,7,6319,20,148,5,5,2
264087,3,16,2,6320,20,0,3,2,2
264088,1,9,1,1,20,0,0,0,2
264089,6,953,554,3126,20,111,14,9,2
264090,31,210,54,6321,5,0,6,4,2
264091,9,45,4,6322,20,0,11,5,2
264092,10,210,7,1,2,0,4,4,2
264093,9,45,4,6322,5,0,1,9,2
264094,8,954,39,6323,37,0,4,5,2
264095,5,260,1,6324,5,87,11,5,2
264096,5,3,5,6325,20,0,4,8,2
264097,36,429,55,1964,20,133,11,6,2
264098,5,35,3,1,20,0,0,0,2
264099,1,9,1,1,20,0,6,5,2
264100,6,0,4,1,2,0,0,0,2
264101,634,21,86,6326,4,89,1,1,2
264102,3,9,2,1,12,48,14,5,2
264103,1,955,555,1,15,174,0,0,2
264104,5,724,1,6327,4,110,1,5,2
264105,9,470,4,667,20,0,8,7,2
264106,9,9,0,6328,15,0,0,0,2
264107,1,956,1,6329,15,91,13,2,2
264108,5,9,1,6330,20,43,11,3,2
264109,3,227,2,6331,5,0,4,6,2
264110,3,190,2,6332,5,118,1,4,2
264111,3,16,2,6333,20,0,10,4,2
264112,1,9,1,1,15,0,0,0,2
264113,5,21,1,1,2,0,0,0,2
264114,3,0,2,1,20,185,0,0,2
264115,11,299,45,1,20,95,11,5,2
264116,1,150,1,1,20,0,10,2,2
264117,1,5,1,3918,15,170,6,2,2
264118,6,9,0,1,15,0,0,0,2
264119,160,9,20,6334,5,67,14,1,2
264120,9,90,4,6335,4,94,12,9,2
264121,9,41,4,6336,20,0,3,6,2
264122,9,18,4,1,6,25,14,2,2
264123,3,957,122,6337,20,116,14,9,2
264124,8,127,42,6338,20,97,14,4,2
264125,12,21,8,5025,20,0,6,10,2
264126,31,168,29,6339,5,98,5,5,2
264127,5,222,1,6340,5,0,5,2,2
264128,12,9,8,1,20,111,10,1,2
264129,31,9,20,1504,5,93,6,7,2
264130,5,329,1,6341,5,90,14,6,2
264131,5,21,1,6342,5,107,5,6,2
264132,3,227,2,883,15,25,5,1,2
264133,5,958,1,1688,20,0,1,5,2
264134,112,808,1,6343,5,125,10,10,2
264135,5,32,1,6344,1,84,14,6,2
264136,5,21,54,2469,5,93,11,9,2
264137,9,103,4,6345,1,0,3,8,2
264138,3,959,2,6346,20,0,10,4,2
264139,9,19,4,1,20,0,11,6,2
264140,12,30,8,6347,5,115,1,4,2
264141,9,81,4,6348,5,112,11,7,2
264142,31,39,20,5390,5,76,14,6,2
264143,3,960,2,6349,20,0,1,4,2
264144,3,129,2,6350,0,120,6,5,2
264145,3,128,2,6351,5,116,8,4,2
264146,635,9,0,6352,15,90,0,0,2
264147,3,62,2,4337,20,22,6,5,2
264148,8,299,42,6353,5,94,12,6,2
264149,9,9,4,6354,20,0,3,1,2
264150,9,92,4,6355,20,0,16,2,2
264151,9,19,4,1,20,0,14,9,2
264152,9,199,4,5641,0,0,1,8,2
264153,3,155,2,6356,5,0,14,5,2
264154,5,33,1,6357,4,106,12,2,2
264155,3,129,2,6350,4,117,14,9,2
264156,3,0,2,356,20,25,6,6,2
264157,5,5,1,6358,20,0,10,9,2
264158,5,90,1,6359,20,0,6,6,2
264159,9,130,4,6360,5,101,14,7,2
264160,3,172,2,6361,20,0,14,4,2
264161,5,5,1,2368,20,0,6,6,2
264162,3,16,2,6362,1,0,1,4,2
264163,3,493,2,1319,20,0,1,4,2
264164,3,14,2,3883,20,0,10,5,2
264165,3,14,2,6363,20,11,14,2,2
264166,12,65,8,6364,5,90,5,6,2
264167,9,206,4,5082,20,105,12,7,2
264168,3,16,2,6365,20,0,10,2,2
264169,3,562,2,5433,20,95,11,6,2
264170,9,421,4,5294,20,0,6,4,2
264171,636,210,84,6366,1,140,3,5,2
264172,9,184,4,6367,1,0,8,7,2
264173,637,98,556,6118,4,122,14,4,2
264174,638,92,116,6368,5,112,3,6,2
264175,3,62,2,6369,20,0,6,9,2
264176,5,30,1,6370,20,0,6,6,2
264177,107,81,1,6371,15,96,12,2,2
264178,38,21,19,1,20,82,3,2,2
264179,639,961,74,6372,5,116,1,6,2
264180,39,9,1,1,15,0,0,0,2
264181,9,9,4,6373,6,0,4,2,2
264182,3,9,2,1,15,55,10,2,2
264183,5,21,1,4308,5,134,14,4,2
264184,12,35,0,1,20,0,6,4,2
264185,9,0,0,6374,20,61,0,0,2
264186,3,129,2,4284,20,0,4,7,2
264187,5,562,1,1,7,820,0,0,2
264188,640,849,1,6375,5,120,3,7,2
264189,9,179,4,1,32,0,6,2,2
264190,9,5,4,6376,5,116,11,7,2
264191,22,962,14,1,20,115,5,5,2
264192,30,32,19,6377,15,104,10,6,2
264193,3,263,2,6378,20,0,3,6,2
264194,1,9,1,1,15,0,6,2,2
264195,12,21,8,1417,20,0,1,5,2
264196,503,963,557,6379,1,75,3,4,2
264197,11,21,45,1,5,0,14,2,2
264198,3,256,2,6380,5,127,10,7,2
264199,641,88,558,6381,20,93,3,4,2
264200,642,16,559,6382,1,90,5,2,2
264201,643,1,14,549,20,100,1,2,2
264202,3,0,2,6383,20,0,14,4,2
264203,644,2,560,6384,5,106,1,5,2
264204,9,109,4,6385,20,111,11,9,2
264205,504,141,55,6386,5,95,14,1,2
264206,645,32,226,6387,20,85,3,4,2
264207,5,114,1,6388,1,0,14,6,2
264208,10,128,7,6389,20,132,3,4,2
264209,5,737,1,6390,1,0,10,6,2
264210,9,288,4,6391,5,115,13,7,2
264211,646,441,35,6392,5,135,1,5,2
264212,5,26,1,5744,5,97,8,2,2
264213,1,5,1,6393,5,0,10,4,2
264214,40,470,561,4045,5,123,5,10,2
264215,3,14,2,6394,20,24,3,5,2
264216,3,227,2,6395,20,0,6,6,2
264217,9,23,4,6396,5,0,16,8,2
264218,3,32,2,6397,20,0,5,5,2
264219,9,21,59,6398,4,110,14,4,2
264220,8,562,39,6399,4,108,13,6,2
264221,162,109,42,6400,4,94,11,7,2
264222,9,0,4,6401,20,0,0,0,2
264223,12,21,8,3515,20,101,14,6,2
264224,8,98,39,6402,1,98,8,5,2
264225,9,21,4,4720,5,0,9,5,2
264226,47,222,4,4118,5,103,8,6,2
264227,3,90,2,5178,20,120,14,9,2
264228,9,32,562,6208,1,117,6,11,2
264229,3,416,2,4337,20,0,4,9,2
264230,647,32,34,588,20,87,11,1,2
264231,3,549,2,6403,5,90,11,5,2
264232,5,39,1,2378,20,0,14,6,2
264233,5,306,1,6404,5,0,3,4,2
264234,5,964,1,6405,5,0,14,5,2
264235,5,5,1,1,20,0,3,2,2
264236,3,21,2,3131,5,139,14,4,2
264237,5,114,1,6406,5,0,4,7,2
264238,12,127,8,5746,20,99,3,9,2
264239,8,1,39,2029,5,102,11,6,2
264240,47,500,59,2029,5,120,1,8,2
264241,9,19,4,6407,5,0,3,7,2
264242,8,965,59,6408,5,109,8,6,2
264243,31,127,346,6409,20,137,1,5,2
264244,1,18,1,1,62,49,14,1,2
264245,162,222,59,6410,5,100,13,6,2
264246,7,9,1,6411,2,0,10,2,2
264247,9,184,4,826,20,73,9,2,2
264248,9,92,4,6412,5,0,1,6,2
264249,9,966,4,6413,1,141,16,9,2
264250,3,712,2,6414,5,89,11,4,2
264251,3,712,2,6414,1,98,12,4,2
264252,3,712,2,6414,5,78,1,4,2
264253,8,146,39,6415,62,0,13,1,2
264254,31,562,20,2545,1,103,11,5,2
264255,9,20,0,6416,15,0,6,1,2
264256,5,14,1,6417,12,0,6,1,2
264257,12,21,8,5071,20,114,14,4,2
264258,5,441,1,6418,20,0,10,4,2
264259,8,3,39,2145,15,0,6,1,2
264260,3,16,2,1,20,24,6,4,2
264261,3,14,2,6419,5,0,5,9,2
264262,9,9,4,1,24,0,6,5,2
264263,9,349,4,6420,1,110,16,7,2
264264,5,9,1,6421,1,0,10,4,2
264265,5,82,1,4191,5,112,5,4,2
264266,5,9,1,6422,20,0,6,4,2
264267,9,39,4,6423,5,0,12,8,2
264268,9,345,4,6424,20,0,3,9,2
264269,9,21,4,6425,5,0,5,4,2
264270,9,39,4,6425,1,0,8,6,2
264271,1,299,54,1716,1,118,13,5,2
264272,1,21,1,5801,1,115,5,4,2
264273,5,9,29,6422,20,0,6,5,2
264274,3,16,2,6426,20,0,14,4,2
264275,1,2,1,6427,20,0,4,4,2
264276,3,16,2,1202,15,0,14,2,2
264277,8,39,39,2279,20,0,6,9,2
264278,5,14,1,6428,20,0,10,5,2
264279,6,20,4,1,2,251,6,2,2
264280,6,20,4,1,9,0,0,0,2
264281,5,90,1,6429,20,0,3,6,2
264282,5,21,1,1946,20,0,10,6,2
264283,5,5,1,6430,20,0,10,2,2
264284,3,5,2,1581,20,0,5,4,2
264285,5,429,1,6431,20,103,13,3,2
264286,1,21,1,6432,20,0,6,4,2
264287,3,0,2,1061,20,0,1,2,2
264288,5,2,1,6433,5,0,10,9,2
264289,1,20,0,1,20,0,0,0,2
264290,9,260,4,5465,20,110,5,7,2
264291,3,9,2,1,15,60,10,1,2
264292,1,128,1,6434,0,0,1,1,2
264293,47,23,4,346,5,106,1,10,2
264294,1,9,1,1,20,0,0,0,2
264295,1,876,1,4914,7,185,10,5,2
264296,1,32,1,6435,20,0,10,5,2
264297,31,314,1,5680,1,0,0,0,2
264298,9,0,4,1,0,87,12,4,2
264299,12,65,8,2478,0,0,1,2,2
264300,3,17,2,1,1,0,0,0,2
264301,27,92,294,1,4,102,0,0,2
264302,522,159,202,6436,1,0,7,2,2
264303,5,9,1,1,5,0,3,3,2
264304,9,21,4,6437,5,94,0,0,2
264305,228,12,563,6438,15,15,14,3,2
264306,3,21,2,356,20,0,6,6,2
264307,648,21,564,6439,1,100,14,4,2
264308,9,5,4,1,5,0,12,6,2
264309,5,228,1,6440,5,111,3,7,2
264310,5,16,1,1,20,0,0,0,2
264311,5,182,1,6441,20,90,12,5,2
264312,6,766,4,6442,20,85,1,1,2
264313,5,5,1,3812,20,60,10,2,2
264314,9,39,4,3279,1,0,13,9,2
264315,31,9,54,6443,5,85,14,4,2
264316,10,87,7,1,20,136,14,5,2
264317,649,710,1,6444,5,91,7,6,2
264318,650,9,565,590,1,89,5,5,2
264319,9,251,4,6445,5,0,8,9,2
264320,9,273,397,6446,0,147,14,10,2
264321,5,2,1,6447,20,0,10,6,2
264322,6,39,4,6448,20,0,3,9,2
264323,3,9,179,6449,20,111,3,4,2
264324,651,9,566,6450,12,75,5,3,2
264325,31,717,29,3435,5,110,14,4,2
264326,6,20,4,1,21,0,5,1,2
264327,5,5,1,3390,20,0,10,6,2
264328,5,967,1,2838,5,117,1,9,2
264329,9,9,4,6451,9,10,11,1,2
264330,3,16,2,1319,4,0,0,0,2
264331,3,39,2,6452,4,60,5,2,2
264332,652,39,567,6453,20,0,1,2,2
264333,9,150,4,1,23,0,4,5,2
264334,3,16,2,2965,20,0,5,5,2
264335,9,21,4,962,20,96,5,9,2
264336,5,21,1,5243,20,0,14,5,2
264337,9,281,4,6454,20,97,16,2,2
264338,9,21,4,2301,1,98,7,4,2
264339,8,22,39,6455,20,94,11,6,2
264340,8,146,39,2029,20,0,1,5,2
264341,653,32,28,6456,5,106,3,3,2
264342,654,30,568,6457,4,97,1,4,2
264343,3,16,2,6458,5,0,6,6,2
264344,655,12,19,4694,15,26,0,0,2
264345,1,9,1,1,20,0,10,2,2
264346,31,21,20,2370,20,71,1,2,2
264347,9,39,4,4202,5,0,7,9,2
264348,1,9,1,1,20,0,6,5,2
264349,9,21,39,2896,1,106,5,2,2
264350,5,9,1,6459,20,0,10,2,2
264351,5,117,1,1,20,80,5,2,2
264352,5,9,1,6460,20,90,14,5,2
264353,5,55,1,6461,1,99,11,7,2
264354,31,102,29,2287,5,115,5,5,2
264355,5,161,1,1455,20,0,10,9,2
264356,11,102,45,6462,20,0,10,4,2
264357,5,9,5,1868,2,0,6,2,2
264358,9,179,4,1,6,0,10,1,2
264359,36,316,55,6463,5,130,1,2,2
264360,5,424,1,2165,5,0,6,6,2
264361,9,21,569,6464,5,99,3,6,2
264362,3,9,2,1,15,73,14,5,2
264363,9,148,4,6465,4,0,11,7,2
264364,3,21,2,5696,20,0,1,6,2
264365,38,9,570,6466,15,120,6,4,2
264366,38,87,19,6467,20,92,11,5,2
264367,3,712,2,6414,20,101,14,4,2
264368,6,9,4,1,32,0,6,3,2
264369,9,20,4,6080,20,0,4,7,2
264370,6,0,4,6468,34,0,0,0,2
264371,3,114,2,6469,20,0,1,5,2
264372,1,259,1,143,20,0,3,6,2
264373,5,968,0,6470,5,0,6,4,2
264374,9,92,4,6471,0,0,16,6,2
264375,3,124,2,2349,5,127,11,4,2
264376,5,301,1,2540,5,0,14,1,2
264377,3,16,2,6472,20,94,3,5,2
264378,12,45,8,1,6,0,5,2,2
264379,5,0,1,1,22,37,0,0,2
264380,5,488,1,6473,5,87,12,4,2
264381,9,137,22,4022,8,0,0,0,2
264382,5,70,1,6474,15,73,6,2,2
264383,1,9,1,6475,20,0,2,7,2
264384,3,21,2,1350,5,127,5,5,2
264385,5,763,571,6476,5,134,5,4,2
264386,9,4,4,1,7,0,0,0,2
264387,3,21,2,6477,20,100,14,5,2
264388,31,9,20,6478,20,121,14,2,2
264389,1,21,1,6479,5,90,3,4,2
264390,9,20,4,860,5,290,0,0,2
264391,38,3,19,1,15,8,3,4,2
264392,5,350,1,1,15,0,0,0,2
264393,9,90,59,5505,1,124,5,10,2
264394,10,385,7,6480,20,170,5,9,2
264395,28,18,44,6481,20,16,14,5,2
264396,656,21,48,6482,1,123,1,4,2
264397,9,9,59,533,20,0,10,6,2
264398,5,333,1,6483,20,0,5,4,2
264399,9,90,4,4562,5,0,10,10,2
264400,5,969,1,6484,5,0,5,4,2
264401,3,73,2,6485,20,0,14,4,2
264402,3,60,2,3059,20,0,14,5,2
264403,5,37,1,6486,1,91,1,5,2
264404,657,811,114,6487,5,115,5,4,2
264405,5,970,1,6488,20,31,11,4,2
264406,5,335,1,6489,1,92,3,8,2
264407,5,9,1,60,20,0,3,5,2
264408,110,41,5,1,15,0,0,0,2
264409,31,21,572,1,0,105,0,0,2
264410,1,5,1,6490,74,60,2,6,2
264411,5,18,1,1,20,45,6,2,2
264412,214,4,5,6491,15,0,11,2,2
264413,5,20,1,1,4,0,0,0,2
264414,9,20,4,6492,1,0,0,0,2
264415,9,18,4,1,1,14,0,0,2
264416,658,102,573,1,1,70,0,0,2
264417,5,180,1,6493,20,0,3,6,2
264418,3,71,2,6494,5,134,8,6,2
264419,5,971,1,1,15,0,0,0,2
264420,5,32,1,6495,5,0,10,9,2
264421,12,20,8,6496,12,0,4,4,2
264422,659,151,574,6497,5,0,12,5,2
264423,9,264,4,6498,20,90,7,4,2
264424,12,21,8,773,20,0,1,6,2
264425,38,124,19,6499,20,0,10,5,2
264426,3,53,2,6500,20,0,14,5,2
264427,28,929,1,321,20,3,1,5,2
264428,3,98,2,6501,20,0,6,8,2
264429,9,20,4,1886,20,0,1,6,2
264430,9,23,4,6502,20,0,0,0,2
264431,5,9,1,1,15,90,0,0,2
264432,5,131,1,6503,20,0,4,9,2
264433,660,470,19,1,2,84,5,2,2
264434,3,710,2,1,20,92,8,5,2
264435,9,213,4,5910,1,0,1,6,2
264436,9,53,4,6504,20,90,13,2,2
264437,1,273,1,6505,5,0,10,5,2
264438,9,9,4,3336,20,0,6,5,2
264439,3,9,2,6506,15,73,10,5,2
264440,9,39,4,868,5,0,8,7,2
264441,5,5,1,1,20,0,3,2,2
264442,5,5,1,6507,5,0,6,5,2
264443,36,150,215,1,2,0,6,5,2
264444,1,128,1,1,15,88,5,1,2
264445,38,181,19,6508,20,0,3,4,2
264446,661,21,274,6509,20,101,3,5,2
264447,453,972,20,4604,5,117,3,9,2
264448,5,973,1,6510,20,23,14,4,2
264449,6,23,4,6511,1,97,8,4,2
264450,9,9,4,6512,20,0,3,2,2
264451,128,16,5,6513,1,91,10,9,2
264452,3,240,2,6514,20,0,14,4,2
264453,9,5,4,6515,24,0,6,4,2
264454,5,1,1,1,20,76,11,1,2
264455,3,9,2,6516,20,97,14,5,2
264456,3,99,2,1,2,0,10,2,2
264457,9,39,4,4372,1,0,9,7,2
264458,5,14,1,3916,20,0,4,9,2
264459,9,9,4,1,20,0,0,0,2
264460,9,974,4,6517,2,0,6,5,2
264461,12,136,8,6518,20,0,3,8,2
264462,3,291,2,6519,20,0,6,4,2
264463,3,145,2,5812,20,115,12,5,2
264464,112,109,575,6520,0,104,11,4,2
264465,36,975,55,6521,15,107,14,8,2
264466,1,9,1,1,15,0,6,5,2
264467,3,976,2,6522,20,0,3,5,2
264468,5,21,1,3653,20,0,14,5,2
264469,662,977,18,6523,5,93,13,6,2
264470,9,150,4,6524,15,0,5,1,2
264471,3,5,2,6525,20,0,10,7,2
264472,1,9,1,1,20,0,5,3,2
264473,1,9,1,1,20,0,6,2,2
264474,5,249,1,6526,1,0,6,6,2
264475,1,9,1,1,20,0,14,2,2
264476,5,30,1,4853,5,119,5,9,2
264477,5,978,1,6527,20,120,1,4,2
264478,663,9,1,1,15,117,10,2,2
264479,9,0,0,1,1,0,0,0,2
264480,9,9,4,6528,5,0,14,2,2
264481,9,9,4,6529,5,0,3,5,2
264482,9,9,4,6530,5,0,1,1,2
264483,1,9,1,1,20,59,0,0,2
264484,9,39,4,1236,1,0,12,9,2
264485,1,23,1,1,7,161,4,5,2
264486,12,39,8,6531,20,0,1,2,2
264487,3,227,2,6532,5,0,4,4,2
264488,31,102,20,6533,5,140,10,7,2
264489,3,98,2,3804,5,114,12,4,2
264490,177,39,155,6534,15,117,3,4,2
264491,664,114,20,6535,20,105,14,4,2
264492,5,90,1,6536,20,0,10,5,2
264493,1,20,1,1,20,0,6,1,2
264494,5,911,1,6537,5,0,3,4,2
264495,9,12,4,6538,20,0,14,6,2
264496,41,403,28,6539,20,107,14,4,2
264497,138,18,35,6540,20,11,5,3,2
264498,1,667,1,6541,5,98,5,5,2
264499,9,32,4,6542,20,0,14,5,2
264500,665,15,1,1,20,83,14,1,2
264501,5,9,1,752,20,102,3,5,2
264502,5,16,1,1,20,0,4,2,2
264503,5,20,0,1,25,0,0,0,2
264504,9,5,4,6543,1,0,12,5,2
264505,9,5,4,6544,0,0,0,0,2
264506,12,139,8,6545,1,97,11,4,2
264507,3,0,2,172,20,0,14,2,2
264508,3,53,2,271,5,117,1,7,2
264509,9,9,4,1,20,45,11,1,2
264510,5,260,1,5265,20,81,1,6,2
264511,3,240,2,6546,20,0,5,6,2
264512,9,184,4,6547,0,0,0,0,2
264513,3,180,2,6548,5,129,5,7,2
264514,77,948,5,1,6,0,5,5,2
264515,1,21,576,1,15,200,6,4,2
264516,3,16,2,1147,42,23,3,1,2
264517,5,820,1,6549,5,0,14,5,2
264518,521,299,1,6550,20,89,1,6,2
264519,6,816,4,6551,67,0,13,1,2
264520,9,161,4,6552,5,110,8,7,2
264521,5,843,1,6553,20,0,3,2,2
264522,3,493,2,6554,1,0,14,4,2
264523,3,21,2,6555,20,0,12,1,2
264524,9,9,4,1,20,0,10,2,2
264525,9,179,4,1,25,0,4,6,2
264526,28,3,44,1,20,12,1,2,2
264527,666,21,577,6556,20,102,3,6,2
264528,6,213,33,3635,20,98,14,4,2
264529,3,219,2,6557,20,90,12,4,2
264530,3,39,2,730,20,0,1,5,2
264531,298,65,54,6558,5,121,5,9,2
264532,5,5,1,6559,5,0,3,4,2
264533,31,87,20,1,20,0,0,0,2
264534,3,114,2,6560,20,0,3,9,2
264535,5,0,1,1,6,0,0,0,2
264536,1,979,1,6561,20,88,5,4,2
264537,9,135,4,6562,5,0,11,9,2
264538,69,9,5,6563,20,94,3,2,2
264539,3,51,2,6564,20,0,10,4,2
264540,30,9,19,1,20,105,0,0,2
264541,5,980,1,6565,4,0,4,6,2
264542,5,249,578,6566,5,0,6,6,2
264543,667,210,1,6567,1,98,1,5,2
264544,1,109,1,6568,5,0,4,6,2
264545,1,9,1,6569,20,58,0,0,2
264546,106,981,511,6570,20,0,6,6,2
264547,668,39,579,2950,20,108,5,6,2
264548,3,21,2,6571,5,159,11,2,2
264549,9,20,4,1,21,0,0,0,2
264550,12,128,8,1390,20,0,10,9,2
264551,112,462,1,3626,1,111,14,6,2
264552,1,219,1,6572,5,98,5,9,2
264553,380,578,165,3303,20,91,12,6,2
264554,5,21,1,6573,20,0,3,2,2
264555,8,18,39,6574,20,0,6,1,2
264556,9,115,4,6575,20,98,8,4,2
264557,3,0,2,6576,20,85,8,2,2
264558,669,70,580,6577,20,85,6,4,2
264559,6,219,4,6578,5,112,1,9,2
264560,5,14,1,6579,5,0,6,5,2
264561,9,26,4,6580,20,60,0,0,2
264562,12,193,8,1,15,0,10,4,2
264563,9,139,4,1433,20,0,1,5,2
264564,3,227,2,6581,20,0,5,4,2
264565,5,90,1,6582,5,0,14,4,2
264566,10,23,581,4131,20,126,3,6,2
264567,10,39,582,6583,20,130,11,2,2
264568,5,18,1,1,20,44,3,5,2
264569,670,21,1,6584,1,120,11,5,2
264570,5,32,1,413,20,0,4,9,2
264571,5,32,1,6585,20,0,3,5,2
264572,5,108,583,4195,5,104,1,8,2
264573,5,5,1,1,20,0,3,2,2
264574,5,9,0,1,20,77,0,0,2
264575,9,23,4,6586,1,98,8,9,2
264576,5,723,1,6587,5,143,3,9,2
264577,3,529,2,6588,5,0,10,4,2
264578,9,592,584,6589,0,97,7,5,2
264579,5,21,1,6590,5,0,14,9,2
264580,39,74,1,1,20,0,0,0,2
264581,3,21,2,6591,20,0,10,9,2
264582,1,9,1,6592,20,85,6,4,2
264583,1,38,1,6593,20,68,3,4,2
264584,10,135,62,6594,20,166,14,1,2
264585,5,145,1,2850,20,0,3,4,2
264586,1,9,1,1,20,0,10,2,2
264587,112,667,1,6595,4,112,14,6,2
264588,5,590,1,6596,5,134,10,7,2
264589,3,16,2,1256,20,12,3,4,2
264590,3,16,2,1256,20,12,3,4,2
264591,12,39,8,679,5,101,14,9,2
264592,671,21,563,6438,20,110,3,5,2
264593,61,982,4,1790,5,116,1,7,2
264594,672,983,410,6597,20,92,14,4,2
264595,31,843,20,3574,5,123,1,5,2
264596,16,9,12,256,15,0,4,6,2
264597,43,92,585,6598,65,190,0,0,2
264598,5,21,1,6599,5,0,4,9,2
264599,1,9,5,6600,20,63,3,1,2
264600,8,135,39,6601,5,0,3,4,2
264601,9,3,5,6602,21,0,0,0,2
264602,673,874,586,6603,1,92,5,6,2
264603,38,413,19,6604,20,94,11,2,2
264604,9,9,4,1163,20,74,1,3,2
264605,9,18,0,1163,15,7,0,0,2
264606,8,21,39,3116,20,0,14,6,2
264607,9,135,4,6605,5,0,12,4,2
264608,9,198,4,6606,4,82,9,6,2
264609,5,260,1,5946,20,0,3,6,2
264610,5,745,1,6607,5,0,1,5,2
264611,6,21,4,6608,5,0,6,6,2
264612,1,32,1,1,2,176,4,4,2
264613,12,23,8,6609,20,0,11,6,2
264614,31,5,20,6610,20,84,1,2,2
264615,1,879,1,1,20,59,4,5,2
264616,5,16,1,1,12,0,6,2,2
264617,9,150,4,6611,20,0,10,2,2
264618,5,35,20,3272,20,0,10,1,2
264619,12,168,8,6612,20,111,10,9,2
264620,72,984,1,6613,20,92,14,4,2
264621,31,9,20,1,15,0,0,0,2
264622,1,9,1,1,20,60,1,5,2
264623,1,9,1,1,20,0,3,6,2
264624,3,0,2,6614,20,0,11,1,2
264625,12,53,8,2822,5,0,3,3,2
264626,3,5,2,2456,20,0,10,5,2
264627,12,39,8,877,20,0,3,7,2
264628,9,20,4,3611,20,0,5,4,2
264629,31,562,20,1,20,77,1,1,2
264630,322,626,19,6615,20,108,14,5,2
264631,3,9,2,1,15,49,5,1,2
264632,12,20,8,238,20,0,4,9,2
264633,6,70,4,6616,12,0,14,2,2
264634,5,344,1,6617,20,0,5,5,2
264635,8,109,39,664,20,0,1,6,2
264636,1,531,1,6618,1,0,1,4,2
264637,5,9,1,1,20,90,5,2,2
264638,1,41,1,1,20,30,14,5,2
264639,42,5,1,6619,20,0,10,2,2
264640,3,5,2,6620,20,0,14,9,2
264641,674,21,1,1706,0,92,1,2,2
264642,675,21,138,6621,20,88,1,2,2
