item_id,performer_ids,style,medium,music_douban_score,music_douban_votes,publish_time,type
165570,14604,2,1,2,2,9,1
165571,14605,2,1,0,3,4,1
165572,14606,3,0,2,2,19,1
165573,14607,8,3,7,8,9,1
165574,14608,2,1,1,3,4,1
165575,14609,3,1,7,0,4,1
165576,14610,2,1,2,2,4,1
165577,14611,2,1,1,4,4,1
165578,14612,3,100,0,4,16,1
165579,14613,8,3,9,4,9,1
165580,14614,3,1,2,2,32,1
165581,14615,3,0,2,2,51,1
165582,14616,4,7,9,8,4,1
165583,14617,3,0,5,0,14,1
165584,14618,3,0,9,7,54,1
165585,14619,3,0,0,0,36,1
165586,14620,3,0,9,3,14,1
165587,14621,3,0,9,5,36,1
165588,14622,2,2,2,2,9,1
165589,14623,0,0,9,4,16,1
165590,14624,0,1,1,5,9,1
165591,14625,8,7,1,5,9,1
165592,14626,4,7,7,0,4,1
165593,14627,0,3,9,5,9,1
165594,14628,2,103,9,4,9,1
165595,14629,8,3,0,0,9,1
165596,14630,12,1,5,0,1,1
165597,14631,10,3,9,0,9,1
165598,14632,0,3,7,0,9,1
165599,14633,8,3,1,0,9,1
165600,14634,2,3,4,0,9,1
165601,14635,0,1,3,7,4,1
165602,14636,3,3,0,8,9,1
165603,14637,3,0,0,8,30,1
165604,14638,9,3,3,0,9,1
165605,14639,0,1,3,5,9,1
165606,14640,1,3,9,3,9,1
165607,14641,1,1,1,0,9,1
165608,14642,8,1,3,4,4,1
165609,14643,8,7,0,3,9,1
165610,14644,1,7,3,3,9,1
165611,14645,3,1,5,7,9,1
165612,14646,5,1,2,2,16,1
165613,14647,3,3,0,7,9,1
165614,14648,2,2,1,3,9,1
165615,14649,5,7,0,0,4,1
165616,14650,2,1,1,4,9,1
165617,14651,0,1,3,0,9,1
165618,14652,3,11,9,0,9,1
165619,14653,8,35,10,5,4,1
165620,14654,9,7,1,1,9,1
165621,14655,5,2,9,4,65,1
165622,14656,9,7,9,7,9,1
165623,14657,0,1,2,2,9,1
165624,14658,10,3,1,3,9,1
165625,14659,3,3,7,7,9,1
165626,14660,3,0,2,2,14,1
165627,14661,8,7,9,3,9,1
165628,14662,3,0,10,3,18,1
165629,14663,5,3,0,3,9,1
165630,14664,3,1,4,0,4,1
165631,14665,2,7,4,4,9,1
165632,14666,3,0,5,3,31,1
165633,14667,3,0,5,0,13,1
165634,14668,3,7,1,8,9,1
165635,14669,2,14,5,3,9,1
165636,14670,3,0,2,2,30,1
165637,14671,1,7,3,1,4,1
165638,14672,4,7,0,8,9,1
165639,14673,1,3,9,8,9,1
165640,14674,3,1,0,5,4,1
165641,14675,10,1,1,0,9,1
165642,14676,3,3,1,5,24,1
165643,14677,11,3,1,4,23,1
165644,14678,3,1,9,7,9,1
165645,14679,0,1,6,8,4,1
165646,14680,3,1,1,7,9,1
165647,14681,2,1,3,4,4,1
165648,14682,5,7,9,3,4,1
165649,14683,3,1,0,5,9,1
165650,14684,3,0,5,8,29,1
165651,14685,3,3,0,11,9,1
165652,14686,10,1,4,3,9,1
165653,14687,2,7,2,2,2,1
165654,14688,6,1,9,3,9,1
165655,14689,3,0,2,2,44,1
165656,14690,10,1,3,0,4,1
165657,14691,3,1,0,3,9,1
165658,14692,8,3,0,5,9,1
165659,14693,0,1,7,7,9,1
165660,14694,10,1,1,0,9,1
165661,14695,5,7,5,8,9,1
165662,14696,1,1,9,4,9,1
165663,14697,11,1,3,4,9,1
165664,14698,3,1,1,8,9,1
165665,14699,9,1,1,8,9,1
165666,14700,3,1,7,8,9,1
165667,14701,5,1,4,3,9,1
165668,14702,9,7,1,8,9,1
165669,14703,2,7,2,2,65,1
165670,14704,2,1,1,4,9,1
165671,14705,8,3,0,3,9,1
165672,14706,1,4,0,3,66,1
165673,14707,8,1,9,0,9,1
165674,14708,1,3,1,4,9,1
165675,14709,0,1,1,3,9,1
165676,14710,3,1,2,2,1,1
165677,14711,3,1,0,0,14,1
165678,14712,2,7,2,2,9,1
165679,14713,9,7,7,5,9,1
165680,14714,6,1,2,2,9,1
165681,14715,6,1,2,2,9,1
165682,14716,1,7,3,8,4,1
165683,14717,3,3,4,3,9,1
165684,14718,2,7,4,6,9,1
165685,14719,2,35,2,2,9,1
165686,14720,3,3,1,5,4,1
165687,14721,0,1,3,3,9,1
165688,14722,8,3,0,0,9,1
165689,14723,8,3,0,8,9,1
165690,14724,3,3,4,7,9,1
165691,14725,0,1,1,0,9,1
165692,14726,3,3,3,7,9,1
165693,14727,12,1,0,3,9,1
165694,14728,1,3,1,3,9,1
165695,14729,8,1,3,6,9,1
165696,14730,3,3,3,5,9,1
165697,14731,3,3,4,4,9,1
165698,14732,5,7,2,2,37,1
165699,14733,8,1,1,4,9,1
165700,14734,2,1,0,4,9,1
165701,14735,2,1,1,4,9,1
165702,14736,7,7,2,2,26,1
165703,14737,8,1,0,5,9,1
165704,14738,8,1,5,7,9,1
165705,14739,2,3,4,3,3,1
165706,14740,3,1,4,5,3,1
165707,14741,3,3,7,3,3,1
165708,14742,0,1,2,2,5,1
165709,14743,3,3,5,0,6,1
165710,14744,4,3,7,0,6,1
165711,14745,0,3,4,0,6,1
165712,14746,3,11,6,3,3,1
165713,14747,0,1,0,4,6,1
165714,14748,2,1,9,3,6,1
165715,14749,5,2,2,2,56,1
165716,14750,3,2,2,2,21,1
165717,14751,0,2,2,2,24,1
165718,14752,2,3,0,5,5,1
165719,14753,3,3,1,3,6,1
165720,14754,9,1,1,4,5,1
165721,14755,2,7,1,3,5,1
165722,14756,8,1,1,0,4,1
165723,14757,2,1,3,4,4,1
165724,14758,5,7,5,3,9,1
165725,14759,2,2,2,2,9,1
165726,14760,3,1,1,0,9,1
165727,14761,10,3,3,1,9,1
165728,14762,3,2,1,0,24,1
165729,14763,8,1,4,3,9,1
165730,14764,8,3,3,7,9,1
165731,14765,3,3,12,4,9,1
165732,14766,2,7,2,2,9,1
165733,14767,3,3,2,2,9,1
165734,14768,3,0,0,3,36,1
165735,14769,1,3,7,5,9,1
165736,14770,3,3,4,0,9,1
165737,14771,3,0,1,3,0,1
165738,14772,3,1,2,2,9,1
165739,14773,0,7,1,0,9,1
165740,14774,3,1,1,0,2,1
165741,14775,5,7,7,3,9,1
165742,14776,2,3,4,3,9,1
165743,14777,10,3,4,0,2,1
165744,14778,2,1,3,4,9,1
165745,14779,3,1,2,2,14,1
165746,14780,5,7,9,3,9,1
165747,14781,3,19,5,4,9,1
165748,14782,3,1,0,5,16,1
165749,14783,8,7,1,5,9,1
165750,14784,1,7,1,5,4,1
165751,14785,1,3,3,1,9,1
165752,14786,3,3,9,7,9,1
165753,14787,1,3,4,3,9,1
165754,14788,0,3,1,5,9,1
165755,14789,10,1,0,5,25,1
165756,14790,3,3,1,0,9,1
165757,14791,1,1,4,0,9,1
165758,14792,3,1,2,2,14,1
165759,14793,3,1,9,5,9,1
165760,14794,8,3,0,8,9,1
165761,14795,0,1,9,5,9,1
165762,14796,5,7,5,4,9,1
165763,14797,2,1,1,0,9,1
165764,14798,3,3,3,7,9,1
165765,14799,8,3,3,4,9,1
165766,14800,2,7,2,2,9,1
165767,14801,5,7,2,2,9,1
165768,14802,2,1,4,3,4,1
165769,14803,10,7,2,2,9,1
165770,14804,8,7,9,0,9,1
165771,14805,8,1,5,0,9,1
165772,14806,1,7,9,3,9,1
165773,14807,5,7,5,3,2,1
165774,14808,3,1,3,5,9,1
165775,14809,3,1,1,1,9,1
165776,14810,5,7,2,2,9,1
165777,14811,3,3,0,1,9,1
165778,14812,2,3,7,3,9,1
165779,14813,1,3,1,0,23,1
165780,14814,3,3,1,4,9,1
165781,14815,8,1,0,0,9,1
165782,14816,8,3,5,5,9,1
165783,14817,9,3,9,0,9,1
165784,14818,6,1,9,3,9,1
165785,14819,8,3,4,4,9,1
165786,14820,2,71,5,0,9,1
165787,14821,4,1,4,0,2,1
165788,14822,0,7,4,3,9,1
165789,14823,3,1,3,5,9,1
165790,14824,2,7,2,2,9,1
165791,14825,3,1,3,5,9,1
165792,14826,3,1,1,4,9,1
165793,14827,8,7,1,0,9,1
165794,14828,5,7,2,2,9,1
165795,14829,10,3,3,0,9,1
165796,14830,8,1,0,0,9,1
165797,14831,2,7,2,2,37,1
165798,14832,10,3,3,1,9,1
165799,14833,1,7,3,6,9,1
165800,14834,2,1,2,2,9,1
165801,14835,3,1,3,8,9,1
165802,14836,3,7,7,0,4,1
165803,14837,8,3,2,2,9,1
165804,14838,6,3,3,0,9,1
165805,14839,3,3,1,3,9,1
165806,14840,3,3,3,1,9,1
165807,14841,3,3,4,0,9,1
165808,14842,0,1,3,0,9,1
165809,14843,5,1,9,0,9,1
165810,14844,10,1,3,0,9,1
165811,14845,8,1,1,4,9,1
165812,14846,3,1,6,3,9,1
165813,14847,8,1,9,5,9,1
165814,14848,8,3,4,5,9,1
165815,14849,0,7,3,5,4,1
165816,14850,2,1,0,0,9,1
165817,14851,3,1,1,0,9,1
165818,14852,2,3,3,5,9,1
165819,14853,3,1,2,2,9,1
165820,14854,4,3,1,0,9,1
165821,14855,1,3,2,2,9,1
165822,14856,3,3,9,7,9,1
165823,14857,2,2,2,2,11,1
165824,14858,3,62,1,3,9,1
165825,14859,3,1,1,0,9,1
165826,14860,8,3,7,3,9,1
165827,14861,0,1,4,3,9,1
165828,14862,2,7,2,2,9,1
165829,14863,10,3,7,7,9,1
165830,14864,8,3,7,5,9,1
165831,14865,2,35,2,2,9,1
165832,14866,1,7,3,3,9,1
165833,14867,4,7,3,0,9,1
165834,14868,8,7,9,8,9,1
165835,14869,8,1,9,4,9,1
165836,14870,3,2,6,4,9,1
165837,14871,2,3,3,3,9,1
165838,14872,10,1,2,2,9,1
165839,14873,3,3,12,5,9,1
165840,14874,3,1,2,2,30,1
165841,14875,5,7,0,0,9,1
165842,14876,2,1,2,2,9,1
165843,14877,1,7,0,3,9,1
165844,14878,2,56,2,2,9,1
165845,14879,0,7,6,0,4,1
165846,14880,8,1,9,8,9,1
165847,14881,8,1,5,4,16,1
165848,14882,3,3,1,5,9,1
165849,14883,5,1,1,4,9,1
165850,14884,3,3,0,5,9,1
165851,14885,10,1,3,8,9,1
165852,14886,3,1,3,7,9,1
165853,14887,2,7,2,2,9,1
165854,14888,3,1,1,0,9,1
165855,14889,3,3,6,8,9,1
165856,14890,5,1,0,4,9,1
165857,14891,3,1,1,4,4,1
165858,14892,8,3,4,0,9,1
165859,14893,2,1,2,2,9,1
165860,14894,1,7,4,0,9,1
165861,14895,2,1,1,3,9,1
165862,14896,2,3,1,0,9,1
165863,14897,3,3,0,5,9,1
165864,14898,8,1,7,0,9,1
165865,14899,10,7,2,2,9,1
165866,14900,3,11,12,0,9,1
165867,14901,3,4,0,8,9,1
165868,14902,3,1,4,7,9,1
165869,14903,2,7,9,3,9,1
165870,14904,2,7,2,2,9,1
165871,14905,1,35,9,0,9,1
165872,14906,3,3,1,7,9,1
165873,14907,5,3,9,4,9,1
165874,14908,6,3,2,2,6,1
165875,14909,1,3,1,4,6,1
165876,14910,0,1,5,0,5,1
165877,14911,0,1,10,5,5,1
165878,14912,1,4,3,0,9,1
165879,14913,2,3,1,0,9,1
165880,14914,8,3,5,0,9,1
165881,14915,2,3,7,0,9,1
165882,14916,3,4,5,0,9,1
165883,14917,8,1,9,3,9,1
165884,14918,4,3,2,2,2,1
165885,14919,0,1,3,4,9,1
165886,14920,6,1,1,0,9,1
165887,14921,12,7,9,0,4,1
165888,14922,2,1,4,0,9,1
165889,14923,3,3,9,8,9,1
165890,14924,2,1,9,3,9,1
165891,14925,10,1,2,2,27,1
165892,14926,3,3,3,5,9,1
165893,14927,0,1,4,3,9,1
165894,14928,8,3,1,4,9,1
165895,14929,2,1,3,3,9,1
165896,14930,5,7,2,2,9,1
165897,14931,2,1,1,4,9,1
165898,14932,8,1,9,0,9,1
165899,14933,3,1,9,5,9,1
165900,14934,5,1,2,2,9,1
165901,14935,3,1,0,5,9,1
165902,14936,3,3,4,3,9,1
165903,14937,3,3,12,0,9,1
165904,14938,2,1,1,4,9,1
165905,14939,1,7,9,3,9,1
165906,14940,9,1,1,7,9,1
165907,14941,3,1,1,0,9,1
165908,14942,3,1,1,0,9,1
165909,14943,3,1,7,8,9,1
165910,14944,3,1,3,8,9,1
165911,14945,3,7,9,8,9,1
165912,14946,3,3,1,7,9,1
165913,14947,3,3,12,0,9,1
165914,14948,2,1,9,4,9,1
165915,14949,3,7,1,8,9,1
165916,14950,2,1,9,5,9,1
165917,14951,0,3,1,0,9,1
165918,14952,5,3,5,0,9,1
165919,14953,0,3,2,2,6,1
165920,14954,8,3,1,0,6,1
165921,14955,3,3,2,2,6,1
165922,14956,4,1,5,4,31,1
165923,14957,6,1,0,4,9,1
165924,14958,3,1,3,0,24,1
165925,14959,3,1,7,4,9,1
165926,14960,0,1,1,0,9,1
165927,14961,3,3,6,0,9,1
165928,14962,0,14,2,2,9,1
165929,14963,8,1,5,5,9,1
165930,14964,1,7,3,4,9,1
165931,14965,2,7,1,4,9,1
165932,14966,3,3,4,4,9,1
165933,14967,3,3,1,3,9,1
165934,14968,0,1,1,7,9,1
165935,14969,10,35,0,5,9,1
165936,14970,3,1,7,5,9,1
165937,14971,3,1,7,8,9,1
165938,14972,2,7,9,4,23,1
165939,14973,8,1,1,5,9,1
165940,14974,2,2,2,2,38,1
165941,14975,0,7,1,5,9,1
165942,14976,3,1,7,5,9,1
165943,14977,9,1,1,0,9,1
165944,14978,2,1,9,4,9,1
165945,14979,3,1,0,7,9,1
165946,14980,5,7,5,0,9,1
165947,14981,1,3,1,0,2,1
165948,14982,8,3,0,4,9,1
165949,14983,0,0,3,0,9,1
165950,14984,1,2,9,0,9,1
165951,14985,5,1,2,2,0,1
165952,14986,8,1,5,0,4,1
165953,14987,2,1,9,3,9,1
165954,14988,5,7,1,4,9,1
165955,14989,3,1,6,0,9,1
165956,14990,10,3,3,5,9,1
165957,14991,3,1,12,4,9,1
165958,14992,3,3,3,8,9,1
165959,14993,5,7,1,4,9,1
165960,14994,2,1,0,5,9,1
165961,14995,8,7,9,8,9,1
165962,14996,8,3,4,5,9,1
165963,14997,3,1,1,4,9,1
165964,14998,5,7,5,3,9,1
165965,14999,5,3,2,2,65,1
165966,15000,3,1,9,3,9,1
165967,15001,2,1,9,4,9,1
165968,15002,3,1,9,4,9,1
165969,15003,3,1,7,5,9,1
165970,15004,3,1,3,7,9,1
165971,15005,2,3,6,0,9,1
165972,15006,5,7,2,2,9,1
165973,15007,2,7,2,2,44,1
165974,15008,1,7,0,5,9,1
165975,15009,10,1,0,3,9,1
165976,15010,3,3,1,3,9,1
165977,15011,3,3,3,7,9,1
165978,15012,0,1,6,3,9,1
165979,15013,1,3,1,0,23,1
165980,15014,8,2,5,5,9,1
165981,15015,5,1,3,4,9,1
165982,15016,2,104,2,2,30,1
165983,15017,3,7,1,0,9,1
165984,15018,3,1,9,8,9,1
165985,15019,0,35,1,3,9,1
165986,15020,3,1,3,7,9,1
165987,15021,9,3,9,7,9,1
165988,15022,3,7,3,1,9,1
165989,15023,3,1,1,8,9,1
165990,15024,5,1,2,2,65,1
165991,15025,5,1,0,3,32,1
165992,15026,3,1,6,4,9,1
165993,15027,2,1,9,3,9,1
165994,15028,2,2,1,4,23,1
165995,15029,12,3,0,5,9,1
165996,15030,3,3,9,0,9,1
165997,15031,12,1,9,4,9,1
165998,15032,0,3,9,5,9,1
165999,15033,8,1,1,5,9,1
166000,15034,2,1,2,2,9,1
166001,15035,2,1,1,0,9,1
166002,15036,2,7,1,4,9,1
166003,15037,1,1,3,4,9,1
166004,15038,8,1,3,0,5,1
166005,15039,9,3,1,4,5,1
166006,15040,5,7,2,2,1,1
166007,15041,3,3,1,5,4,1
166008,15042,3,1,4,7,9,1
166009,15043,3,1,6,0,9,1
166010,15044,8,3,0,5,9,1
166011,15045,3,1,1,3,9,1
166012,15046,2,1,9,3,9,1
166013,15047,0,1,3,5,9,1
166014,15048,2,7,2,2,16,1
166015,15049,7,1,7,8,9,1
166016,15050,0,1,4,0,9,1
166017,15051,8,7,0,5,65,1
166018,15052,2,1,9,0,9,1
166019,15053,2,1,1,4,9,1
166020,15054,5,7,5,4,9,1
166021,15055,10,1,1,0,9,1
166022,15056,3,1,1,0,9,1
166023,15057,1,3,3,8,9,1
166024,15058,3,100,2,2,0,1
166025,15059,3,62,1,3,9,1
166026,15060,10,3,9,5,24,1
166027,15061,1,1,4,3,9,1
166028,15062,1,1,1,5,9,1
166029,15063,3,1,7,5,9,1
166030,15064,0,3,7,0,4,1
166031,15065,1,1,9,8,9,1
166032,15066,3,1,0,0,9,1
166033,15067,3,1,0,3,9,1
166034,15068,0,35,9,8,9,1
166035,15069,3,3,7,3,9,1
166036,15070,6,7,2,2,23,1
166037,15071,0,3,4,5,9,1
166038,15072,3,1,3,0,9,1
166039,15073,8,1,0,0,9,1
166040,15074,3,3,3,0,9,1
166041,15075,2,1,2,2,51,1
166042,15076,3,1,13,3,9,1
166043,15077,12,3,0,0,9,1
166044,15078,3,3,0,0,34,1
166045,15079,8,3,0,0,9,1
166046,15080,3,1,2,2,24,1
166047,15081,2,3,9,0,9,1
166048,15082,3,3,0,8,9,1
166049,15083,3,1,0,8,9,1
166050,15084,3,3,12,3,9,1
166051,15085,5,1,0,3,9,1
166052,15086,8,4,2,2,9,1
166053,15087,3,7,7,0,9,1
166054,15088,2,2,4,0,9,1
166055,15089,3,3,1,3,9,1
166056,15090,10,1,9,3,9,1
166057,15091,8,7,5,0,9,1
166058,15092,3,1,3,0,9,1
166059,15093,0,7,1,4,9,1
166060,15094,2,1,2,2,9,1
166061,15095,3,3,12,0,9,1
166062,15096,5,1,0,0,9,1
166063,15097,3,3,7,7,9,1
166064,15098,5,1,1,0,9,1
166065,15099,5,3,1,0,9,1
166066,15100,3,3,0,7,2,1
166067,15101,3,3,7,7,9,1
166068,15102,4,1,9,5,2,1
166069,15103,2,3,9,3,9,1
166070,15104,10,3,4,5,9,1
166071,15105,5,7,0,4,9,1
166072,15106,2,1,0,4,9,1
166073,15107,2,3,0,0,9,1
166074,15108,1,3,6,5,9,1
166075,15109,5,1,2,2,9,1
166076,15110,3,1,4,5,9,1
166077,15111,8,7,9,4,9,1
166078,15112,2,1,9,3,9,1
166079,15113,3,3,5,5,23,1
166080,15114,3,3,9,7,9,1
166081,15115,3,3,3,8,9,1
166082,15116,3,3,1,8,9,1
166083,15117,0,1,2,2,9,1
166084,15118,1,3,9,3,2,1
166085,15119,0,7,3,0,9,1
166086,15120,8,3,9,4,31,1
166087,15121,2,7,2,2,54,1
166088,15122,5,7,5,4,29,1
166089,15123,2,1,5,0,9,1
166090,15124,1,3,12,5,9,1
166091,15125,2,3,7,4,9,1
166092,15126,6,7,9,3,9,1
166093,15127,2,3,3,5,9,1
166094,15128,3,3,4,0,9,1
166095,15129,0,7,3,4,9,1
166096,15130,9,3,3,4,9,1
166097,15131,2,7,0,4,9,1
166098,15132,2,7,9,3,9,1
166099,15133,3,1,2,2,9,1
166100,15134,2,35,1,4,9,1
166101,15135,3,1,2,2,9,1
166102,15136,2,1,3,5,9,1
166103,15137,2,1,3,0,9,1
166104,15138,2,1,9,5,9,1
166105,15139,3,1,7,0,9,1
166106,15140,3,1,9,5,9,1
166107,15141,3,1,9,8,9,1
166108,15142,1,1,0,4,0,1
166109,15143,1,7,3,4,9,1
166110,15144,2,4,5,6,7,1
166111,15145,0,1,3,3,24,1
166112,15146,3,2,1,5,9,1
166113,15147,0,1,9,4,9,1
166114,15148,3,3,0,5,2,1
166115,15149,9,1,1,3,9,1
166116,15150,2,7,2,2,27,1
166117,15151,0,7,4,5,9,1
166118,15152,3,3,9,8,9,1
166119,15153,2,1,0,8,9,1
166120,15154,8,1,9,3,9,1
166121,15155,2,1,3,4,9,1
166122,15156,2,1,1,3,9,1
166123,15157,2,3,6,0,9,1
166124,15158,1,3,9,4,9,1
166125,15159,3,3,3,0,9,1
166126,15160,0,3,1,6,2,1
166127,15161,3,3,7,3,9,1
166128,15162,10,3,0,1,9,1
166129,15163,3,3,1,0,23,1
166130,15164,5,1,3,3,9,1
166131,15165,9,3,3,0,9,1
166132,15166,10,1,1,8,9,1
166133,15167,8,3,5,0,27,1
166134,15168,10,3,7,5,2,1
166135,15169,0,3,3,3,9,1
166136,15170,0,3,9,3,9,1
166137,9812,3,3,13,1,5,1
166138,15171,0,3,2,2,9,1
166139,15172,0,1,1,0,9,1
166140,15173,6,4,2,2,22,1
166141,15174,2,2,1,0,2,1
166142,15175,1,4,2,2,23,1
166143,15176,3,3,1,8,9,1
166144,15177,3,1,1,5,9,1
166145,15178,3,1,9,0,9,1
166146,15179,3,1,0,0,9,1
166147,15180,8,1,9,4,9,1
166148,15181,0,7,3,0,9,1
166149,15182,1,3,4,8,9,1
166150,15183,5,1,1,0,9,1
166151,15184,1,3,2,2,5,1
166152,15185,0,3,2,2,3,1
166153,15186,3,2,4,4,6,1
166154,15187,8,3,2,2,6,1
166155,15188,10,3,1,3,4,1
166156,15189,9,7,3,5,4,1
166157,15190,5,1,2,2,25,1
166158,15191,2,1,2,2,36,1
166159,15192,8,1,9,0,13,1
166160,15193,0,3,3,3,9,1
166161,15194,1,3,2,2,2,1
166162,15195,1,4,9,3,9,1
166163,15196,0,7,1,8,9,1
166164,15197,0,3,4,4,9,1
166165,15198,1,1,3,0,9,1
166166,15199,3,3,7,0,9,1
166167,15200,0,1,3,4,9,1
166168,15201,0,7,3,0,9,1
166169,15202,3,3,8,0,9,1
166170,15203,10,3,7,4,9,1
166171,15204,10,3,0,8,9,1
166172,15205,2,7,4,3,9,1
166173,15206,0,1,6,5,9,1
166174,15207,2,7,2,2,9,1
166175,15208,2,104,2,2,30,1
166176,15209,12,1,5,4,23,1
166177,15210,5,1,2,2,32,1
166178,15211,3,3,3,0,9,1
166179,15212,3,3,2,2,2,1
166180,15213,3,3,12,7,9,1
166181,15214,1,7,9,0,9,1
166182,15215,0,7,3,5,9,1
166183,15216,1,3,9,0,9,1
166184,15217,11,3,1,4,27,1
166185,15218,3,3,9,7,23,1
166186,15219,2,3,9,3,9,1
166187,15220,1,3,1,5,9,1
166188,15221,2,7,3,3,9,1
166189,15222,2,1,3,3,9,1
166190,15223,2,1,3,4,9,1
166191,15224,3,1,1,7,9,1
166192,15225,3,3,4,3,9,1
166193,15226,8,1,9,3,9,1
166194,15227,0,1,0,0,24,1
166195,15228,2,56,5,0,9,1
166196,8324,2,7,2,2,65,1
166197,15229,2,7,0,0,9,1
166198,15230,2,104,2,2,30,1
166199,15231,0,7,7,0,9,1
166200,15232,8,1,1,4,9,1
166201,15233,3,7,4,0,9,1
166202,15234,3,1,0,8,9,1
166203,15235,0,1,9,0,9,1
166204,15236,10,1,1,0,9,1
166205,15237,0,35,3,3,9,1
166206,15238,5,1,9,0,9,1
166207,15239,10,1,5,5,9,1
166208,15240,4,3,3,0,9,1
166209,15241,15,1,5,0,9,1
166210,15242,2,1,2,2,9,1
166211,15243,2,1,9,3,9,1
166212,15244,0,1,9,7,9,1
166213,15245,3,7,3,7,4,1
166214,15246,5,7,9,5,9,1
166215,15247,10,3,1,5,9,1
166216,15248,0,3,9,8,2,1
166217,15249,11,3,9,5,9,1
166218,15250,3,3,2,2,9,1
166219,15251,3,3,7,8,9,1
166220,15252,3,3,1,5,9,1
166221,15253,3,1,2,2,9,1
166222,15254,8,3,2,2,27,1
166223,15255,3,3,3,8,9,1
166224,15256,3,3,3,3,2,1
166225,15257,6,4,2,2,49,1
166226,15258,0,1,3,5,9,1
166227,15259,1,35,1,3,9,1
166228,15260,2,0,3,3,23,1
166229,15261,5,7,0,5,9,1
166230,15262,1,7,3,4,9,1
166231,15263,8,3,4,5,9,1
166232,15264,1,3,1,0,9,1
166233,15265,3,1,9,8,9,1
166234,15266,5,1,1,4,9,1
166235,15267,10,1,7,0,9,1
166236,15268,10,7,5,7,9,1
166237,15269,1,1,1,4,9,1
166238,15270,0,7,1,5,9,1
166239,15271,3,3,3,3,9,1
166240,15272,0,3,3,0,9,1
166241,15273,1,3,1,4,23,1
166242,15274,0,3,2,2,9,1
166243,15275,1,1,2,2,54,1
166244,15276,3,3,9,3,2,1
166245,15277,0,1,0,3,9,1
166246,15278,3,3,7,3,9,1
166247,15279,3,3,7,0,4,1
166248,15280,3,1,1,0,9,1
166249,15281,0,7,7,3,4,1
166250,15282,1,4,3,3,9,1
166251,15283,3,7,7,5,9,1
166252,15284,2,7,2,2,9,1
166253,15285,5,1,0,4,24,1
166254,15286,4,7,9,5,9,1
166255,15287,4,7,9,5,9,1
166256,15288,3,3,9,5,9,1
166257,15289,3,3,9,5,9,1
166258,15290,0,1,12,3,9,1
166259,15291,1,1,9,5,9,1
166260,15292,10,7,1,0,9,1
166261,15293,2,7,2,2,9,1
166262,15294,9,3,9,1,9,1
166263,15295,1,1,3,0,9,1
166264,15296,3,11,6,5,9,1
166265,15297,0,1,9,0,9,1
166266,15298,8,7,1,0,9,1
166267,15299,3,1,6,0,9,1
166268,15300,0,35,4,4,9,1
166269,15301,2,7,2,2,65,1
166270,15302,2,7,2,2,9,1
166271,15303,1,3,1,3,9,1
166272,15304,6,7,7,0,9,1
166273,15305,3,1,5,0,56,1
166274,15306,3,3,9,4,9,1
166275,15307,8,1,0,0,36,1
166276,15308,3,3,4,7,9,1
166277,15309,3,3,9,8,9,1
166278,15310,5,1,2,2,1,1
166279,15311,9,3,1,5,9,1
166280,15312,0,3,2,2,24,1
166281,15313,0,7,4,3,9,1
166282,15314,3,3,4,0,9,1
166283,15315,5,7,3,0,9,1
166284,15316,2,1,2,2,9,1
166285,15317,3,1,12,8,9,1
166286,15318,2,1,3,0,9,1
166287,15319,5,7,3,4,2,1
166288,15320,3,7,4,4,9,1
166289,15321,0,1,9,3,9,1
166290,15322,1,1,0,0,9,1
166291,15323,1,3,4,4,9,1
166292,15324,2,3,6,4,9,1
166293,15325,3,3,9,1,9,1
166294,15326,2,7,2,2,65,1
166295,15327,4,3,9,7,9,1
166296,15328,3,1,1,8,9,1
166297,15329,0,7,4,5,4,1
166298,15330,2,1,1,4,9,1
166299,15331,0,1,3,5,9,1
166300,15332,2,3,3,0,9,1
166301,15333,8,1,9,5,9,1
166302,15334,1,3,9,4,23,1
166303,15335,0,7,3,5,9,1
166304,15336,3,1,5,6,0,1
166305,15337,8,1,2,2,15,1
166306,15338,12,1,1,0,9,1
166307,15339,2,7,5,3,24,1
166308,15340,12,4,2,2,2,1
166309,15341,2,3,9,0,9,1
166310,15342,0,2,9,0,9,1
166311,15343,0,1,9,0,9,1
166312,15344,2,1,0,4,9,1
166313,15345,2,1,0,4,9,1
166314,15346,1,7,9,7,9,1
166315,15347,3,1,1,7,9,1
166316,15348,8,7,9,0,9,1
166317,15349,3,1,1,7,9,1
166318,15350,3,1,6,3,9,1
166319,15351,2,1,3,4,9,1
166320,15352,8,3,9,5,9,1
166321,15353,2,1,9,4,9,1
166322,15354,3,3,9,7,9,1
166323,15355,3,3,9,0,23,1
166324,15356,3,1,7,4,9,1
166325,15357,3,3,9,4,9,1
166326,15358,1,3,0,8,9,1
166327,15359,1,3,9,5,9,1
166328,15360,3,3,3,0,3,1
166329,15361,0,2,0,4,5,1
166330,15362,2,3,1,5,6,1
166331,15363,3,1,3,8,6,1
166332,15364,0,7,1,0,9,1
166333,15365,3,1,1,3,9,1
166334,15366,2,7,2,2,9,1
166335,15367,3,1,9,8,9,1
166336,15368,2,1,2,2,32,1
166337,15369,0,96,1,0,9,1
166338,15370,2,1,1,3,9,1
166339,15371,0,3,9,3,9,1
166340,15372,6,1,0,4,12,1
166341,15373,0,3,0,3,9,1
166342,15374,3,1,3,5,9,1
166343,15375,3,3,5,8,9,1
166344,15376,2,104,2,2,30,1
