user_id,movie_num,music_num,book_num,sign_up_date
948,254,20,1, 2018-08-08
3914,3789,651,57, 2012-08-16
6492,681,476,512, 2007-07-23
24670,85,2,1, 2011-09-17
32739,65,1,-1, 2015-04-20
26857,1035,610,419, 2010-12-18
1011,626,82,35, 2010-01-20
5654,2005,349,12, 2011-11-10
21073,224,219,-1, 2012-06-07
4537,4977,8838,7506, 2008-08-06
7034,121,179,1, 2013-04-14
5166,860,91,450, 2011-02-10
29650,101,1,327, 2016-07-15
31648,33,7,1, 2008-09-23
32862,5,1,-1, 2015-02-24
5869,459,96,7, 2008-12-12
28268,200,180,60, 2007-10-16
19218,638,109,-1, 2012-09-10
579,91,6,12, 2020-08-19
668,540,86,63, 2019-06-10
16189,2128,234,1395, 2009-01-23
14920,1311,707,1151, 2009-11-05
26782,49,85,69, 2009-08-20
17345,486,233,2, 2009-02-28
12140,4,17,-1, 2012-01-16
27466,1508,192,908, 2009-09-17
20308,754,205,-1, 2008-03-22
17508,23,72,6, 2009-01-23
10147,1118,248,16, 2013-09-06
28133,1119,277,702, 2006-06-12
28502,890,120,5259, 2006-12-29
23619,856,24,1, 2010-10-07
5968,317,31,21, 2015-10-25
18994,639,177,74, 2006-12-07
1741,851,328,14, 2014-03-16
24064,383,175,46, 2012-08-05
9933,409,7,22, 2009-05-10
5424,621,342,20, 2007-11-25
6645,193,76,8, 2010-08-30
7846,361,242,234, 2008-04-05
32781,279,-1,-1, 2020-11-14
23426,732,46,240, 2018-04-08
19472,75,29,1, 2010-09-22
27311,236,1,2, 2011-04-22
19443,403,38,10, 2010-01-27
27551,3040,2,47, 2011-06-14
21677,25,204,1, 2008-04-20
17910,974,26,5, 2017-08-01
18923,34,10,2, 2011-07-04
13697,284,118,158, 2008-08-18
14234,1738,93,2525, 2007-09-08
11759,113,14,28, 2009-09-01
18678,916,61,74, 2010-08-08
27899,6,4,2, 2009-03-06
32833,43,1,-1, 2012-02-21
12387,181,23,-1, 2012-03-02
22367,1047,60,5, 2017-10-02
3529,887,246,924, 2015-06-28
20717,22,7,-1, 2007-08-13
13564,178,667,67, 2010-07-18
16221,424,42,4, 2012-11-09
2535,163,147,2, 2009-09-21
2696,154,8,7, 2008-08-19
26587,147,74,4, 2008-03-01
1791,347,19,1, 2016-10-30
9888,436,90,493, 2012-11-12
21416,628,28,56, 2010-07-20
21934,1346,54,30, 2012-05-08
13756,892,187,71, 2009-07-04
1089,1012,119,7004, 2008-08-25
33829,21,1,-1, 2006-05-02
27222,468,277,251, 2008-09-02
31505,20,85,2, 2007-09-08
22241,1362,80,1380, 2008-08-25
18948,94,5,-1, 2010-04-29
27084,154,1,10, 2015-02-04
5290,301,5,15, 2008-05-09
1848,175,14,46, 2008-12-27
26829,11,-1,17, 2011-07-23
28309,1715,76,846, 2011-03-20
21819,303,84,720, 2008-04-06
23946,1922,178,421, 2010-07-08
28745,122,2,4, 2009-12-04
17534,7084,142,1385, 2010-01-18
6499,800,48,136, 2010-03-17
25528,139,37,24, 2012-06-07
7337,99,451,3, 2006-02-11
18972,2032,1102,2877, 2009-11-10
20933,206,51,373, 2008-09-05
13520,374,84,210, 2007-05-11
12980,1202,208,182, 2009-05-09
3611,528,436,5, 2015-02-11
10020,15,95,-1, 2005-07-06
8071,1888,2,1, 2007-08-17
25135,53,48,1, 2009-05-10
24379,983,21,20, 2013-05-07
19781,1053,518,128, 2007-02-04
27463,16,1,9, 2012-01-28
28857,229,-1,2, 2010-01-03
14539,112,12,4, 2016-10-20
19334,406,107,2130, 2010-02-03
22730,1380,340,1520, 2007-07-19
23722,237,18,4, 2007-09-27
21296,121,26,24, 2008-07-08
28161,1,-1,13, 2017-06-08
23380,85,7,2, 2019-05-17
28174,282,52,13, 2012-05-13
10566,356,40,21, 2012-11-16
24608,1511,219,60, 2008-11-12
31439,6,-1,1, 2011-11-23
32989,1114,-1,-1, 2012-07-09
19111,151,55,2, 2011-05-29
31524,282,164,-1, 2011-12-01
22195,155,95,-1, 2014-10-20
7175,1031,316,23, 2010-01-09
4614,1842,337,16, 2011-05-12
31657,1105,82,-1, 2015-04-25
23608,420,3,1, 2014-09-22
7763,572,98,131, 2016-10-08
19853,657,8,53, 2010-01-20
23188,68,12,2, 2017-02-19
19904,514,57,251, 2014-07-11
7784,8,200,1, 2018-03-31
27661,11,-1,2, 2018-06-06
13435,361,9,3, 2011-02-08
7004,211,5,1, 2010-06-07
24151,760,13,251, 2008-02-12
16528,454,36,6, 2009-02-24
31876,73,10,-1, 2012-06-07
23645,13,17,-1, 2019-09-22
12789,574,108,105, 2008-05-04
16709,5274,641,380, 2008-12-07
1366,1297,252,-1, 2016-03-24
14853,1261,57,25, 2011-01-17
28829,39,1,4, 2008-05-04
32346,29,-1,1, 2017-03-17
23366,3488,217,129, 2008-03-05
28613,35,2,72, 2020-08-15
12388,11,1,12, 2014-04-12
17963,642,548,28, 2007-07-16
25273,2817,3640,82, 2008-09-12
33018,209,38,-1, 2007-05-22
3877,977,898,950, 2012-12-26
19107,24,9,1, 2013-07-19
14110,6,7,4, 2019-09-04
88,391,2,53, 2011-12-19
19453,60,17,-1, 2015-02-02
32061,18,8,-1, 2008-12-20
20361,271,13,-1, 2011-08-29
21705,393,81,87, 2007-12-23
25238,137,31,29, 2008-07-31
4709,975,371,1, 2011-03-15
22554,456,171,26, 2011-08-17
743,262,143,5, 2018-07-27
14760,596,189,50, 2010-08-10
26837,47,8,13, 2015-02-07
32810,3,-1,-1, 2019-04-07
4617,1005,151,411, 2010-06-15
25171,717,229,7, 2008-08-11
829,781,169,126, 2005-11-15
13001,542,1317,76, 2017-07-18
14540,5,7,2, 2017-11-25
3182,117,8,1, 2012-06-05
1878,3532,21,1536, 2008-09-20
19242,1274,11,179, 2012-05-24
11024,29,54,-1, 2010-02-21
10852,156,58,10, 2018-06-17
27131,167,112,3, 2007-03-14
18925,8,3,-1, 2015-12-10
4846,974,226,31, 2009-12-15
5995,834,134,25, 2009-11-01
14428,423,32,3, 2010-09-21
25900,460,950,137, 2008-10-08
28488,66,9,6, 2020-05-05
28027,645,335,164, 2011-07-17
32197,299,35,1, 2011-06-05
447,198,386,4, 2010-10-12
11456,152,65,3, 2011-11-02
24202,319,64,-1, 2010-08-14
17907,2534,573,1214, 2008-03-27
26179,410,149,39, 2009-05-01
32165,3,2,1, 2012-09-14
32287,56,41,-1, 2020-01-06
27482,850,154,203, 2018-06-07
15948,376,180,2, 2007-12-21
28770,1387,11,40, 2010-05-20
14731,147,32,16, 2009-06-20
27050,20,26,2, 2020-05-24
13802,825,36,190, 2009-10-04
12481,481,18,8, 2015-04-19
2343,1196,332,323, 2008-03-26
13310,1924,1042,102, 2006-04-27
13287,745,384,316, 2010-05-05
32505,12,1,6, 2011-11-06
28809,854,246,64, 2006-12-13
17191,175,4,1, 2010-10-25
32759,5,1,-1, 2015-12-11
31589,25,16,1, 2011-07-21
31551,77,5,4, 2015-02-18
25016,2633,886,1330, 2013-09-08
27011,1056,425,518, 2008-11-08
9641,912,172,282, 2006-05-19
16578,2582,455,77, 2012-09-09
28467,1123,468,104, 2008-08-01
19598,749,465,72, 2006-05-29
4043,88,4,-1, 2012-10-23
14399,2694,153,56, 2011-02-21
31201,873,275,3306, 2007-08-08
28927,567,101,70, 2008-08-23
32768,263,16,-1, 2010-12-10
10327,246,251,1, 2010-10-26
19314,235,84,2, 2018-02-18
26169,728,206,115, 2008-01-28
20292,721,617,482, 2012-11-26
18010,187,258,19, 2011-08-17
21234,1116,413,88, 2011-05-05
1392,464,321,70, 2008-01-06
3505,108,198,2, 2007-07-10
5285,1,2,1, 2014-09-02
26859,338,151,2, 2014-05-02
13586,941,1241,41, 2008-08-29
27706,3206,1529,3764, 2016-06-18
5108,523,528,145, 2008-08-07
12200,2155,22,258, 2012-04-17
15493,1269,77,123, 2011-02-11
20300,137,178,22, 2005-10-23
14998,42,12,8, 2018-12-15
4425,156,372,27, 2019-07-15
27457,855,344,150, 2007-02-20
6987,1097,625,1710, 2008-07-19
16078,8,4,2, 2017-05-03
11718,211,339,5, 2006-10-14
14206,606,185,291, 2009-04-10
26850,2750,413,3, 2006-05-30
9901,3084,900,233, 2007-06-15
4878,617,333,1487, 2005-10-12
24353,16,134,92, 2008-05-25
24661,490,57,187, 2009-07-30
32616,52,1,1, 2009-05-07
6172,85,22,15, 2009-02-13
784,1643,19,-1, 2011-07-05
4496,517,40,1652, 2011-12-26
24117,501,351,14, 2008-08-01
11262,523,37,82, 2009-05-07
5806,1346,610,148, 2010-02-11
30019,1414,645,1430, 2008-12-25
20738,1064,502,1312, 2008-02-16
9866,163,38,1, 2011-05-25
26314,30,5,41, 2006-07-01
12759,802,1191,645, 2013-09-18
14586,1390,546,140, 2008-10-05
3950,1263,483,304, 2010-01-01
20677,705,105,447, 2009-10-12
4049,1734,543,64, 2005-06-02
24702,16,44,-1, 2018-04-25
28057,120,3,4, 2014-08-30
28191,94,1,3, 2014-06-10
32438,4,3,-1, 2018-02-08
27631,803,10,8, 2010-09-19
9098,598,18,24, 2010-09-24
13705,1651,137,1088, 2009-09-05
14024,187,207,72, 2016-01-09
23864,1272,8,47, 2009-01-30
11145,2018,4260,2220, 2009-10-06
5849,7,3,-1, 2011-02-08
12318,608,731,93, 2008-06-05
767,85,12,2445, 2008-09-10
4108,91,3,1, 2012-01-22
16785,263,51,9, 2011-03-14
32275,307,5,1, 2014-04-28
4711,1471,260,213, 2010-11-06
15605,652,86,57, 2010-11-13
27359,213,1,2, 2007-09-25
24473,1038,184,1024, 2010-01-02
28464,777,113,125, 2010-01-10
9977,171,31,-1, 2013-01-09
465,-1,11,-1, 2013-06-02
27633,183,-1,88, 2018-06-01
33963,8,-1,-1, 2017-04-18
15076,1477,83,30, 2012-01-15
28461,1129,203,13834, 2009-08-21
25662,352,370,10, 2019-11-24
19774,217,1014,-1, 2012-09-16
32128,33,10,1, 2009-09-16
3323,279,289,-1, 2019-01-16
16910,1375,473,9, 2009-03-04
19235,29,369,4, 2019-12-26
2589,5,15,1, 2019-12-18
5741,249,29,1, 2010-02-03
15242,213,4,24, 2011-05-12
23905,22,29,1, 2018-03-22
8106,421,49,6, 2010-12-09
7669,131,41,-1, 2018-05-25
16069,167,89,2, 2013-06-14
24810,344,19,24, 2011-04-20
20986,1203,103,183, 2008-04-19
24992,744,306,362, 2007-11-04
14788,365,5,113, 2007-09-18
12958,664,1078,5, 2013-12-10
21484,1722,397,649, 2016-06-07
27963,215,3,83, 2010-10-18
16608,860,67,292, 2007-06-06
22015,161,9,23, 2013-05-15
33674,54,1,-1, 2012-09-03
10449,7,27,-1, 2013-08-28
14331,288,24,56, 2018-10-23
824,3,17,-1,
15753,499,72,172, 2010-02-27
10221,110,77,40, 2007-12-30
20346,786,52,60, 2014-01-12
23869,490,54,2, 2009-06-15
17500,56,9,11, 2010-11-27
19146,220,71,3, 2009-06-10
13706,577,2,11, 2009-12-18
11213,386,2,4, 2012-10-11
1137,965,246,230, 2010-08-17
32736,120,-1,-1, 2014-11-13
24466,753,123,383, 2006-12-17
5249,313,507,34, 2011-08-07
28351,825,766,2312, 2007-11-23
31070,625,105,36, 2007-02-11
11880,1272,230,669, 2008-06-28
23250,118,2,124, 2008-12-25
5658,51,4,18, 2009-10-25
27836,775,193,297, 2010-04-25
7039,809,240,51, 2013-02-07
13265,1845,112,1494, 2008-01-27
23098,2449,7,88, 2013-01-27
18050,759,344,462, 2010-06-27
23358,646,100,4, 2015-08-30
10915,1456,131,143, 2009-04-08
4130,1108,218,1237, 2010-03-29
18858,66,48,19, 2010-07-10
14402,1193,26,167, 2019-01-06
8295,3215,75,280, 2014-07-13
24834,5,36,-1, 2008-07-01
17455,1304,47,120, 2017-04-30
22588,1201,85,95, 2008-06-19
15578,1174,4,5, 2006-10-22
28779,1,3,8, 2009-09-17
20987,1302,769,49, 2011-07-06
19572,12,42,13, 2014-06-11
546,762,202,494, 2007-02-12
15156,1163,632,250, 2007-05-30
21239,637,568,83, 2007-10-17
22155,529,588,-1, 2008-06-11
24037,247,67,5, 2010-12-29
27525,1180,80,59, 2008-10-27
3410,2006,65,88, 2008-08-07
25005,881,194,26, 2006-10-11
6324,355,792,292, 2013-02-16
5918,845,378,123, 2009-04-10
19531,16,153,3, 2016-12-27
12075,525,86,35, 2010-06-11
1111,14,4,-1, 2019-01-03
15531,933,226,4, 2010-10-04
6357,1123,650,76, 2015-08-19
24190,55,181,3, 2016-10-05
16336,698,555,255, 2018-02-13
28616,497,874,60, 2017-07-08
14941,675,1157,19, 2007-12-06
19998,339,63,3, 2015-06-16
18635,200,548,-1, 2014-08-08
12817,1986,455,42, 2006-08-17
10721,168,992,63, 2011-06-04
1177,96,265,595, 2012-03-25
9646,37,26,15, 2008-11-28
22045,76,188,7, 2019-04-03
14290,1026,460,406, 2007-08-08
23952,1149,652,194, 2012-06-14
32267,2,1,-1, 2007-09-10
5162,327,147,22, 2009-02-14
31967,64,1,-1, 2015-01-26
9938,524,188,243, 2007-11-02
25489,1261,436,831, 2007-02-01
23405,1097,18,1905, 2013-10-15
21801,328,226,-1, 2015-08-09
28272,469,18,352, 2010-06-21
10038,159,144,-1, 2009-10-01
12853,914,78,641, 2008-03-29
20725,2423,30,1353, 2007-01-12
17179,328,63,187, 2009-08-30
9829,293,89,11, 2008-08-21
31611,1833,-1,-1, 2019-05-02
1710,872,30,34, 2011-09-11
16434,437,64,38, 2006-04-12
16888,1856,355,2398, 2009-01-18
23807,318,81,224, 2012-07-18
27058,901,155,1678, 2015-05-24
28353,1693,-1,1122, 2008-12-28
11837,382,18,3, 2010-05-26
20278,1275,790,566, 2008-04-02
16574,221,18,9, 2014-01-24
13781,161,150,611, 2013-11-24
27552,774,382,86, 2007-07-24
781,1390,178,130, 2008-11-30
23015,1051,167,86, 2006-12-08
19626,57,6,7, 2014-12-26
26708,206,25,39, 2014-05-03
18439,87,18,103, 2008-01-24
1850,3219,697,3327, 2010-10-25
6520,289,19,41, 2010-10-22
1751,33,19,40, 2007-07-24
28922,1427,577,1535, 2009-08-05
21620,35,410,20, 2016-07-11
27531,56,26,7, 2010-08-27
31817,1811,191,-1, 2013-02-25
27972,1461,1,3, 2009-01-21
28427,2950,143,818, 2008-01-23
27595,153,18,8, 2016-04-24
17355,521,35,-1, 2011-06-15
14596,316,124,42, 2013-09-17
16068,247,29,4, 2014-06-11
23053,543,11,3, 2007-10-10
29641,1006,2245,241, 2007-06-09
3848,784,5,27, 2013-05-18
24638,318,97,1, 2007-09-12
25835,243,237,51, 2010-05-07
8341,8,193,-1, 2011-06-21
24952,33,50,4, 2010-06-16
32400,50,-1,-1, 2019-03-26
32396,328,-1,-1, 2011-10-17
20678,1107,117,80, 2010-02-02
23429,2336,923,365, 2015-09-06
28482,1443,228,683, 2008-07-01
4780,1542,1643,8225, 2009-08-22
31424,6,-1,-1, 2009-09-19
10939,649,94,1, 2010-09-25
25966,1739,337,116, 2005-11-15
21292,481,71,25, 2010-03-19
28332,56,49,50, 2019-10-24
18202,1384,1685,122, 2006-04-01
26108,-1,2,38, 2008-05-13
22329,94,15,-1, 2009-12-05
1024,843,50,1340, 2008-02-24
4581,-1,1,-1, 2020-10-09
25828,111,81,2, 2008-01-21
24114,891,163,299, 2008-06-27
24727,247,59,10, 2014-10-29
27979,415,183,2, 2011-02-14
28560,1612,277,791, 2006-01-01
21261,690,303,267, 2008-10-14
7332,1422,501,374, 2011-01-20
15582,608,134,146, 2011-01-25
4350,348,13,3, 2016-10-21
3579,3,3,1, 2010-01-14
6868,373,36,14, 2006-05-25
27169,52,7,4, 2010-09-23
1537,2510,358,828, 2010-02-03
12721,226,229,20, 2007-02-04
26673,15,10,2, 2011-08-07
16343,301,81,4, 2009-05-17
248,4,29,-1, 2016-03-01
27674,155,11,7, 2008-05-28
26705,1775,837,110, 2005-07-01
9321,463,89,6, 2015-08-23
12766,1121,302,86, 2008-07-02
16921,27,22,11, 2015-08-02
22902,60,22,4, 2019-05-16
13943,7,13,11, 2010-03-05
683,2081,4014,2818, 2008-05-22
28035,407,85,2, 2010-11-30
7169,103,48,20, 2007-11-14
16151,328,101,6, 2010-10-01
2119,1269,614,838, 2012-12-20
12976,319,32,13, 2006-07-27
28512,699,1,7, 2018-08-27
5221,328,720,216, 2018-01-31
32651,101,1,-1, 2013-05-06
20475,762,213,327, 2010-01-14
18568,360,4,1, 2012-11-20
13666,660,135,126, 2008-07-18
10981,1667,203,590, 2010-11-10
17825,278,5,-1, 2018-09-11
32991,4,1,-1, 2012-11-22
31489,6,-1,-1, 2020-05-14
18304,1062,240,506, 2006-12-08
18475,405,64,21, 2008-10-26
15560,320,57,3, 2010-02-25
15259,1167,153,13, 2008-08-02
18748,18,9,-1, 2014-08-12
13944,463,120,10, 2010-09-16
11547,946,330,50, 2006-02-08
14181,738,823,10, 2008-12-27
23454,485,17,2, 2012-05-03
347,870,5,1, 2012-04-26
16819,1340,19,7, 2007-02-24
24497,208,8,3, 2018-03-14
20594,124,19,21, 2015-01-04
6692,58,62,18, 2017-08-30
5503,482,117,147, 2012-07-19
19870,29,5,50, 2011-04-16
25702,1101,760,314, 2010-07-15
28008,1455,310,297, 2010-07-08
5551,6,3,5, 2019-10-05
27576,515,144,128, 2015-07-04
28344,292,1,136, 2015-07-26
23851,213,109,72, 2006-06-24
988,129,10,1, 2007-12-08
27553,1113,79,28, 2007-10-04
7628,167,133,18, 2006-03-26
10613,38,114,3, 2009-07-19
16358,171,11,17, 2014-11-06
19861,1463,9,107, 2012-12-02
27543,591,231,111, 2010-03-23
28073,131,9,2, 2010-08-07
9927,277,56,298, 2008-01-09
17302,16,13,1, 2011-04-18
16871,179,25,23, 2008-01-23
10366,910,49,497, 2010-01-10
1785,13,9,10, 2011-03-25
16405,213,17,76, 2010-11-29
4483,224,92,48, 2015-03-08
31874,386,64,-1, 2016-08-17
32872,651,451,-1, 2008-07-12
31892,41,33,5, 2013-07-25
24307,200,61,29, 2008-04-19
4095,1648,456,541, 2007-10-28
6992,894,10,229, 2008-09-07
8664,723,245,192, 2009-02-09
16172,961,21,18, 2010-08-29
23200,702,50,117, 2009-06-07
18949,1427,540,1012, 2007-09-03
1412,641,109,31, 2010-03-27
22177,909,241,208, 2007-08-07
10371,1469,437,151, 2008-10-05
31789,2179,1286,1, 2009-06-27
25390,1181,838,806, 2008-03-15
22434,54,12,114, 2006-07-01
1688,628,77,227, 2007-07-26
23566,1443,149,42, 2011-08-15
11144,355,370,19, 2012-02-23
22737,644,66,42, 2007-10-06
11385,177,25,1, 2011-01-21
5956,29,3,-1, 2016-04-26
16122,1053,408,120, 2009-02-11
28380,313,184,35, 2007-11-26
9197,42,9,2, 2009-06-23
2765,118,21,1, 2011-07-26
26436,198,41,10, 2006-10-10
15243,920,176,121, 2013-02-26
31401,152,2,-1, 2012-09-12
27226,147,9,2, 2007-10-02
15079,524,217,456, 2008-01-30
15619,169,7,3, 2010-12-10
26951,-1,1426,2, 2005-05-06
4000,1679,809,1657, 2007-10-09
28717,1620,359,978, 2008-11-08
1378,53,56,-1, 2018-02-10
16661,109,26,282, 2008-11-19
9639,109,71,1, 2007-09-28
15179,4134,684,2, 2009-09-17
8984,1749,199,133, 2009-11-14
11374,815,236,-1, 2015-01-20
10691,346,206,918, 2008-02-24
31686,172,114,-1, 2009-08-07
3124,194,288,-1, 2010-04-10
28029,2683,774,12, 2009-01-04
32132,678,2,-1, 2015-01-17
23132,1890,556,132, 2009-01-15
11375,312,126,1, 2013-01-28
14112,2034,8,122, 2012-03-18
32414,73,5,-1, 2008-07-02
28465,85,-1,2, 2009-03-06
6371,270,38,3, 2011-04-12
31990,17,1,-1, 2011-09-30
32044,3,1,-1, 2017-04-08
280,140,366,20, 2017-07-27
3382,47,456,-1, 2011-01-08
25441,1195,1889,596, 2006-03-15
25954,227,34,33, 2011-06-11
20764,1288,3048,193, 2006-01-14
10796,137,32,485, 2007-08-26
32390,70,1,1, 2011-07-01
31875,3,-1,-1, 2020-03-09
27112,66,1,8, 2016-09-06
28135,8,-1,8, 2011-10-13
32338,183,-1,1, 2016-12-07
32318,2,-1,-1, 2017-07-10
27538,541,135,137, 2010-09-25
32791,14,-1,-1, 2017-10-09
22148,2874,11,11, 2008-12-25
31414,287,40,4, 2018-06-14
15738,276,129,49, 2010-11-08
14934,154,46,4, 2011-09-25
12070,533,29,36, 2018-07-26
28259,689,2,892, 2008-06-23
4984,83,20,35, 2011-10-22
11937,951,46,21, 2008-09-03
32022,3,2,1,
25859,1124,176,578, 2007-02-04
32138,629,5,-1, 2008-03-22
2583,590,23,-1, 2012-03-24
11565,1581,90,588, 2010-04-10
31542,2212,1,-1, 2012-12-20
32455,2362,-1,-1, 2016-10-11
32701,108,1,1, 2011-02-17
21730,1009,127,110, 2008-05-16
10146,1235,18,36, 2019-01-16
10394,875,175,272, 2007-06-10
22976,967,298,1, 2010-07-03
4024,42,2,43, 2009-09-16
2613,310,88,379, 2007-10-15
16032,1318,81,24, 2017-07-05
926,2659,975,2585, 2008-03-29
28236,981,226,727, 2009-08-07
28604,433,54,76, 2009-05-13
19966,51,39,2, 2007-02-01
19675,790,442,203, 2006-09-16
20742,1190,45,4, 2012-06-20
28348,2910,71,883, 2010-06-14
14258,3440,587,428, 2006-04-02
27925,837,124,667, 2009-05-09
10113,842,268,450, 2011-03-13
16866,1491,58,62, 2010-01-08
31922,164,1,-1, 2015-09-06
19224,260,2,59, 2012-11-30
8136,1996,1347,1817, 2008-10-25
1230,39,270,2, 2010-02-01
20632,540,157,13, 2011-06-16
1362,1569,48,234, 2009-07-19
28241,-1,1,43, 2008-04-04
18512,22,19,-1, 2018-05-18
20941,1298,19,45, 2009-08-25
1802,276,189,42, 2015-03-02
27147,3817,43,98, 2005-11-27
6102,391,337,90, 2005-11-20
15360,726,60,132, 2009-12-25
23025,904,218,13, 2007-11-26
19294,33,2252,1, 2019-02-19
17123,581,43,61, 2009-03-31
27700,3420,1061,2200, 2016-01-31
17960,234,9,-1, 2009-06-19
1562,596,27,34, 2019-09-30
27007,3238,264,5, 2010-06-15
24904,302,44,4, 2009-06-20
198,1908,274,-1, 2009-03-31
33433,1297,83,-1, 2017-10-08
1601,4,3,-1, 2020-10-04
17635,548,26,602, 2012-08-29
9983,1757,1051,2533, 2010-01-03
5392,1233,128,1, 2018-10-26
32491,37,-1,-1, 2010-10-14
33033,3,-1,-1, 2015-10-12
17697,320,124,102, 2011-09-24
9591,1547,48,22, 2011-02-01
18997,238,351,6, 2011-03-05
23447,267,62,48, 2008-04-18
7772,847,81,842, 2011-08-15
26748,458,602,275, 2010-05-25
32497,60,16,1, 2018-12-31
8538,1417,1242,-1, 2008-06-01
28122,10,15,2, 2010-02-13
10362,52,29,1, 2010-07-17
20743,72,20,10, 2012-01-02
27221,778,207,86, 2008-06-14
4777,394,200,787, 2007-02-24
18399,846,14,26, 2007-03-09
22570,55,6,6, 2007-11-02
6438,1867,42,366, 2010-05-25
1743,5262,150,6855, 2006-03-08
26879,103,329,136, 2007-01-09
13252,2264,455,559, 2010-11-24
13260,450,79,411, 2019-05-18
29103,24,2,2, 2010-08-06
32003,107,-1,-1, 2015-12-09
32983,39,-1,-1, 2015-07-06
13897,896,151,3402, 2018-02-25
27686,32,13,7, 2019-04-10
16642,1043,96,99, 2017-10-11
9492,937,313,262, 2006-07-14
13764,25,171,7, 2010-12-26
24111,1393,245,1185, 2006-01-17
23162,433,129,9, 2016-02-15
32375,3,1,-1, 2014-05-07
15361,1035,260,2333, 2011-01-18
10334,123,220,3, 2011-11-12
13339,533,308,690, 2011-03-13
3545,-1,9,-1, 2012-03-26
22381,84,74,80, 2006-11-02
9029,769,242,275, 2011-11-07
28099,135,24,94, 2016-01-28
20211,148,4,4, 2013-05-16
19552,758,74,114, 2006-04-11
19909,15,19,3, 2015-07-11
19905,231,1184,133, 2007-07-25
26928,135,58,3, 2015-05-31
16521,3480,721,6747, 2009-02-17
17172,54,59,-1, 2013-12-07
14409,1206,407,114, 2010-01-01
16794,4439,208,124, 2006-06-10
25403,1945,839,748, 2007-01-07
3888,444,236,71, 2008-11-15
27859,745,63,3, 2017-01-16
7629,1466,10,120, 2014-09-15
1150,11,25,1, 2012-03-17
19251,2736,29,76, 2012-07-08
20347,2194,291,596, 2006-01-06
24547,1266,181,3, 2006-03-16
5562,436,3,36, 2016-09-12
26990,4319,16,3465, 2007-03-07
10870,1449,74,12, 2008-04-14
13566,218,26,36, 2016-12-25
12414,407,301,5, 2012-10-10
19992,1355,160,197, 2010-02-23
10479,581,24,111, 2010-10-04
31319,1297,77,1073, 2014-04-05
1678,790,16,2859, 2011-10-08
32588,3413,-1,1, 2016-07-02
14288,569,22,279, 2008-02-06
22118,1942,2,-1, 2019-01-01
32365,844,2,-1, 2016-07-11
26448,1383,58,42, 2012-06-26
12776,576,295,16, 2009-03-16
5756,727,159,8, 2010-03-08
18252,584,259,12, 2011-06-18
16252,2787,137,23, 2012-01-28
10163,9324,3,36, 2018-08-11
18611,1309,127,1212, 2011-10-22
22534,955,86,67, 2013-06-07
27638,1378,463,3329, 2008-02-03
6316,1991,227,2775, 2010-07-28
7759,2078,626,131, 2013-06-26
22145,236,135,575, 2006-05-16
15017,430,200,132, 2018-04-23
11308,219,292,1, 2010-07-03
31640,3,-1,-1, 2011-09-29
11501,279,47,7, 2017-06-09
23808,159,8,-1, 2008-04-21
33395,22,16,-1, 2010-12-05
2199,70,3,49, 2007-11-08
17603,997,298,326, 2012-08-07
16994,385,54,14, 2016-10-11
13814,1611,854,1134, 2007-12-30
20599,762,183,553, 2008-08-13
16236,1146,156,156, 2016-12-24
28478,141,23,2, 2017-07-08
31548,3,-1,-1, 2018-12-06
19065,1389,246,203, 2010-02-09
20556,384,203,388, 2005-10-04
13015,150,61,20, 2005-05-08
10131,1013,79,52, 2008-03-04
24707,310,426,323, 2008-12-13
25674,691,356,239, 2007-04-30
10824,136,439,-1, 2008-02-25
23497,404,333,6, 2017-08-02
8354,492,228,-1, 2009-02-23
4322,4929,212,57, 2009-02-06
31780,15,55,1, 2009-06-27
24060,253,310,105, 2008-08-17
18583,1166,410,220, 2007-09-08
18260,215,111,4, 2009-05-10
11132,6,39,-1, 2009-06-12
20198,1125,1070,5, 2008-10-18
4422,3,53,-1, 2006-03-09
1006,328,274,8, 2006-02-24
23113,101,126,-1, 2009-11-16
6366,1401,297,243, 2011-09-03
32745,36,10,1, 2014-09-15
7990,710,54,154, 2007-03-16
3631,12,465,-1, 2018-04-01
16097,556,607,36, 2011-03-31
6660,282,280,195, 2017-07-20
9544,925,633,227, 2006-02-04
13798,97,214,69, 2009-05-15
28358,959,136,13, 2013-05-02
7725,56,8,1, 2013-10-11
16589,9,4,3, 2020-01-27
24927,20,69,31, 2019-11-18
11932,1279,376,118, 2017-04-06
28011,97,298,12, 2018-03-20
4733,667,538,3, 2012-12-15
13411,580,282,178, 2009-04-11
7556,1591,143,140, 2007-03-07
11551,521,410,-1, 2013-04-21
1927,71,663,3, 2009-01-04
2426,201,101,17, 2008-12-05
25294,893,99,36, 2016-05-11
27802,9,21,9, 2020-10-12
5469,1948,1450,1520, 2008-10-20
21638,301,12,3, 2017-02-28
26726,245,345,7, 2012-08-09
31595,31,165,-1, 2018-11-25
22922,2243,133,25, 2007-07-06
21657,324,527,59, 2010-02-02
24646,1633,341,101, 2008-03-09
15500,53,146,8, 2018-08-29
14171,2017,707,376, 2007-09-04
11637,262,83,55, 2008-03-02
27407,254,1,13, 2014-12-13
20304,404,60,35, 2010-05-05
26239,1173,674,160, 2019-01-29
11344,192,68,1, 2016-12-26
28177,54,1,4, 2018-07-22
23145,35,91,23, 2013-11-02
10504,63,477,54, 2010-09-18
27705,212,1,35, 2013-06-16
